,depth below surface (mm),pex_x,pex_y,pex_z,mean_pex (mm),pc_x,pc_y,pc_z ,mean_pc (mm),phi_i,rho (kgm-3),ssa (mm-1),,,pex [(px+py+pz)/3] (mm),Aniso [(pex_x+pex_y)/2]/pex_z
'D0001499_GREY_BOT00_corr.dat',430.08,0.228586652,0.216469233,0.237783703,0.230155823,0.301585008,0.296037103,0.277094703,0.287952879,0.254833,233.681861,10.35123527,,,0.227613523,0.935841858
'D0001499_GREY_BOT01_corr.dat',432.64,0.223162162,0.223053445,0.244495826,0.233801815,0.304100412,0.300742423,0.283931978,0.293176698,0.259188,237.675396,10.10737901,,,0.230237958,0.912521931
'D0001499_GREY_BOT02_corr.dat',435.2,0.246147154,0.247174086,0.263892514,0.255276567,0.314692327,0.311640893,0.292106871,0.302636741,0.247825,227.255525,9.941621738,,,0.252410394,0.934701087
'D0001499_GREY_BOT03_corr.dat',437.76,0.254373127,0.252479015,0.25940876,0.256417415,0.313124896,0.314012675,0.288953346,0.301261066,0.251569,230.688773,9.937308009,,,0.255418493,0.976937211
'D0001499_GREY_BOT04_corr.dat',440.32,0.243875145,0.247440284,0.239005088,0.242331401,0.308454689,0.308968909,0.285152704,0.296932252,0.245706,225.312402,10.16115961,,,0.243437372,1.027834664
'D0001499_GREY_BOT05_corr.dat',442.88,0.249096806,0.250295495,0.258775383,0.254235767,0.313985001,0.308774723,0.292962786,0.302171324,0.243514,223.302338,10.01400119,,,0.252723004,0.96491462
'D0001499_GREY_BOT06_corr.dat',445.44,0.24156881,0.24528672,0.261136887,0.252282326,0.312744324,0.312898765,0.291632403,0.302226974,0.255227,234.043159,9.857134737,,,0.249330222,0.932184526
'D0001499_GREY_BOT07_corr.dat',448,0.243350606,0.251896777,0.260250172,0.253936932,0.313322017,0.321721305,0.295143901,0.306332781,0.262979,241.151743,9.623795366,,,0.251834088,0.951483296
'D0001499_GREY_BOT08_corr.dat',450.56,0.256259464,0.262682184,0.281962254,0.270716539,0.317141447,0.323011978,0.300018671,0.310047692,0.260881,239.227877,9.535552361,,,0.266977845,0.920232478
'D0001499_GREY_BOT09_corr.dat',453.12,0.246939634,0.251016052,0.265759015,0.257368429,0.30956487,0.310531796,0.291372962,0.300710647,0.263071,241.236107,9.802499601,,,0.254567255,0.936855682
'D0001499_GREY_BOT10_corr.dat',455.68,0.244500773,0.240602459,0.244981917,0.243766767,0.30076062,0.298591301,0.284938896,0.292307428,0.282855,259.378035,9.813572031,,,0.243366662,0.990079673
'D0001499_GREY_BOT11_corr.dat',458.24,0.259265714,0.254450138,0.246634868,0.251746397,0.296845355,0.300685146,0.284642401,0.291703825,0.303866,278.645122,9.545764425,,,0.253453972,1.041450171
NaN,460.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,463.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,465.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,468.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,471.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
'D0001498_GREY_TOP00_corr.dat',473.6,0.277947045,0.285549959,0.28287681,0.282312656,0.323194491,0.321574198,0.312386364,0.317385354,0.260062,238.476854,9.325420856,,,0.282147056,0.996011311
'D0001498_GREY_TOP01_corr.dat',476.16,0.26572245,0.274084236,0.266546372,0.268224857,0.329183362,0.333945918,0.308740446,0.320152543,0.263123,241.283791,9.20657376,,,0.268782751,1.012594323
'D0001498_GREY_TOP02_corr.dat',478.72,0.239481619,0.248536252,0.251350119,0.247679528,0.324149636,0.328501975,0.310594092,0.318459949,0.24933,228.63561,9.428752378,,,0.246459977,0.970792996
'D0001498_GREY_TOP03_corr.dat',481.28,0.220661043,0.230481967,0.256369573,0.240970539,0.311818479,0.313584503,0.310374523,0.311538007,0.257143,235.800131,9.53793096,,,0.235835842,0.879868474
'D0001498_GREY_TOP04_corr.dat',483.84,0.232954689,0.24379999,0.270458156,0.254417748,0.317198347,0.31769721,0.316884082,0.31716593,0.25897,237.47549,9.345644397,,,0.249078969,0.881383437
'D0001498_GREY_TOP05_corr.dat',486.4,0.261801029,0.259643767,0.287817316,0.274269857,0.340150213,0.336737436,0.320761157,0.329602491,0.250901,230.076217,9.090938582,,,0.269758733,0.90586071
'D0001498_GREY_TOP06_corr.dat',488.96,0.256514509,0.268734929,0.282398487,0.272511603,0.344250776,0.345727096,0.319218862,0.332103899,0.230479,211.349243,9.268436797,,,0.269215751,0.9299792
'D0001498_GREY_TOP07_corr.dat',491.52,0.247644422,0.26509284,0.290882887,0.273625759,0.33259164,0.340987096,0.322087189,0.329438278,0.237347,217.647199,9.260041109,,,0.267858419,0.881346556
'D0001498_GREY_TOP08_corr.dat',494.08,0.255600453,0.259272614,0.288830661,0.273133597,0.336714414,0.344707176,0.321461538,0.331086167,0.251113,230.270621,9.047638655,,,0.267909912,0.89130611
'D0001498_GREY_TOP09_corr.dat',496.64,0.260162311,0.26220606,0.276906999,0.269045592,0.33782011,0.342997902,0.321856005,0.331132506,0.250961,230.131237,9.048208647,,,0.266430715,0.943219878
'D0001498_GREY_TOP10_corr.dat',499.2,0.268995881,0.263570433,0.283190338,0.274736747,0.339846307,0.338560749,0.325655376,0.332429452,0.250905,230.079885,9.013581629,,,0.271914958,0.940297465
'D0001498_GREY_TOP11_corr.dat',501.76,0.268778034,0.266957922,0.281129097,0.274498537,0.337964945,0.33915386,0.323577107,0.331068255,0.241498,221.453666,9.164297569,,,0.272298991,0.952829077
'D0001498_GREY_BOT00_corr.dat',504.32,0.258837212,0.252017836,0.282037712,0.268732618,0.335094603,0.32974689,0.318224725,0.325322735,0.2595,237.9615,9.104804789,,,0.264305832,0.905650251
'D0001498_GREY_BOT01_corr.dat',506.88,0.268169714,0.264024902,0.301405986,0.283751647,0.342416496,0.342288752,0.333729199,0.338040911,0.242127,222.030459,8.967825781,,,0.27784773,0.882853427
'D0001498_GREY_BOT02_corr.dat',509.44,0.277525181,0.275244701,0.308314535,0.292349738,0.338754531,0.342897733,0.335295308,0.33806072,0.239678,219.784726,8.996277355,,,0.287046342,0.896438245
'D0001498_GREY_BOT03_corr.dat',512,0.266650624,0.274781602,0.323433346,0.297074729,0.333723301,0.34005238,0.331958036,0.334422938,0.251546,230.667682,8.952184974,,,0.288329311,0.837007428
'D0001498_GREY_BOT04_corr.dat',514.56,0.246660366,0.261411305,0.303181905,0.27860887,0.32901659,0.338570926,0.325702192,0.329747975,0.25995,238.37415,8.977158992,,,0.270444162,0.837899068
'D0001498_GREY_BOT05_corr.dat',517.12,0.225999866,0.238860338,0.26322009,0.247825096,0.310896118,0.319022201,0.304976293,0.309967726,0.28231,258.87827,9.261480336,,,0.242689335,0.88302569
'D0001498_GREY_BOT06_corr.dat',519.68,0.241693406,0.247289967,0.279564419,0.262028053,0.31239333,0.316808257,0.309317829,0.311959311,0.275301,252.451017,9.292224638,,,0.256183143,0.874545076
'D0001498_GREY_BOT07_corr.dat',522.24,0.250375303,0.260447862,0.293421293,0.274416438,0.32361765,0.329539519,0.318962248,0.322770416,0.258736,237.260912,9.186269404,,,0.268105871,0.870460286
NaN,524.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,527.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,529.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,532.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,535.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
'D0001500_GREY_TOP00_corr.dat',537.6,0.245144766,0.241532974,0.244937497,0.244138183,0.305419801,0.297398878,0.295720753,0.298565046,0.343009,314.539253,8.801981451,,,0.243874617,0.99347333
'D0001500_GREY_TOP01_corr.dat',540.16,0.268255172,0.274658447,0.276196592,0.273826701,0.32942664,0.322904357,0.310674966,0.318420232,0.292941,268.626897,8.882086348,,,0.2730699,0.982839097
'D0001500_GREY_TOP02_corr.dat',542.72,0.273788063,0.291001995,0.273591015,0.277993022,0.348135441,0.348417079,0.322662116,0.335469188,0.26295,241.12515,8.788288481,,,0.279472152,1.032179469
'D0001500_GREY_TOP03_corr.dat',545.28,0.265017597,0.26631016,0.292473942,0.27906891,0.343218251,0.344923721,0.328268481,0.336169733,0.271595,249.052615,8.667109827,,,0.274600614,0.908333497
'D0001500_GREY_TOP04_corr.dat',547.84,0.273640151,0.259720706,0.288404996,0.277542713,0.341944564,0.341651376,0.327930212,0.334864091,0.274686,251.887062,8.663980643,,,0.273909568,0.924673401
'D0001500_GREY_TOP05_corr.dat',550.4,0.284996044,0.276337382,0.324144132,0.302405422,0.35784227,0.346849437,0.339008466,0.34567716,0.263783,241.889011,8.519128076,,,0.295166034,0.865870103
'D0001500_GREY_TOP06_corr.dat',552.96,0.297623826,0.300388616,0.33062693,0.314816576,0.380405405,0.366112717,0.362965616,0.368112339,0.230455,211.327235,8.362066895,,,0.309513632,0.904361362
'D0001500_GREY_TOP07_corr.dat',555.52,0.286502687,0.292102244,0.348672717,0.318987591,0.367381197,0.369280397,0.353982161,0.361156479,0.232762,213.442754,8.497568726,,,0.309168669,0.829724987
'D0001500_GREY_TOP08_corr.dat',558.08,0.253867075,0.269191177,0.316459771,0.288994449,0.338210646,0.346295603,0.340077085,0.341165104,0.263602,241.723034,8.63391936,,,0.279895037,0.826421396
'D0001500_GREY_BOT00_corr.dat',560.64,0.281789894,0.262090815,0.331904665,0.301922509,0.34965806,0.341932952,0.342663703,0.344229605,0.277342,254.322614,8.397395113,,,0.29192003,0.819332728
'D0001500_GREY_BOT01_corr.dat',563.2,0.271816241,0.267869117,0.314323814,0.292083246,0.341884095,0.342408591,0.340666497,0.34140642,0.278356,255.252452,8.454955239,,,0.284688214,0.858486272
'D0001500_GREY_BOT02_corr.dat',565.76,0.260571764,0.266267908,0.313312563,0.2883662,0.333448572,0.345266251,0.333936784,0.336647098,0.263077,241.241609,8.756029736,,,0.280054183,0.840757338
'D0001500_GREY_BOT03_corr.dat',568.32,0.267125454,0.256936988,0.317248847,0.289640034,0.339614827,0.33964377,0.338950502,0.3392899,0.274766,251.960422,8.55002167,,,0.280402519,0.825948537
'D0001500_GREY_BOT04_corr.dat',570.88,0.287133597,0.258813172,0.314252854,0.293613119,0.347139035,0.335052062,0.342936312,0.34201593,0.2789,255.7513,8.433525303,,,0.286744455,0.868642498
'D0001500_GREY_BOT05_corr.dat',573.44,0.3030036,0.269027251,0.327032087,0.306523756,0.353741666,0.341097206,0.3412142,0.344316818,0.274083,251.334111,8.433128588,,,0.29967967,0.874579092
'D0001500_GREY_BOT06_corr.dat',576,0.322697203,0.288868615,0.348951828,0.327367368,0.371191371,0.352163743,0.345038496,0.353358026,0.260634,239.001378,8.369596217,,,0.320193534,0.876289747
'D0001500_GREY_BOT07_corr.dat',578.56,0.310302878,0.298823235,0.327236938,0.315899997,0.364440056,0.356233456,0.352507503,0.35642213,0.262915,241.093055,8.27204529,,,0.312145389,0.930711118
NaN,581.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,583.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,586.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,588.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,591.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
'D0001501_GREY_TOP00_corr.dat',593.92,0.262096849,0.26834212,0.309161155,0.28719032,0.329248444,0.328785434,0.328469388,0.328743163,0.333001,305.361917,8.115745962,,,0.279873409,0.857868074
'D0001501_GREY_TOP01_corr.dat',596.48,0.268303928,0.264457103,0.303690252,0.285035383,0.331040366,0.331166476,0.324855007,0.327979214,0.319245,292.747665,8.30241638,,,0.278836066,0.877145427
'D0001501_GREY_TOP02_corr.dat',599.04,0.27637265,0.273085673,0.308635301,0.291682231,0.33373895,0.337365964,0.33342032,0.334486388,0.298849,274.044533,8.384807565,,,0.286045947,0.890141732
'D0001501_GREY_TOP03_corr.dat',601.6,0.276500532,0.277646874,0.345010513,0.311042108,0.345940851,0.347714907,0.34987406,0.348350969,0.276446,253.500982,8.30833342,,,0.299697539,0.80308771
'D0001501_GREY_TOP04_corr.dat',604.16,0.280125718,0.27795488,0.343686943,0.311363621,0.346423182,0.345386785,0.354134969,0.350019977,0.280988,257.665996,8.216811018,,,0.300666917,0.811902531
'D0001501_GREY_TOP05_corr.dat',606.72,0.276595962,0.265224824,0.326211715,0.298561054,0.34322226,0.337738016,0.343774672,0.342127405,0.283005,259.515585,8.382783605,,,0.289425829,0.830474139
'D0001501_GREY_TOP06_corr.dat',609.28,0.25454094,0.264788782,0.330516467,0.295090664,0.341734626,0.340511198,0.3434565,0.342289706,0.286678,262.883726,8.335886097,,,0.283300615,0.785633659
'D0001501_GREY_TOP07_corr.dat',611.84,0.240548358,0.251018194,0.329041616,0.287412446,0.327780675,0.327178506,0.337912878,0.332696234,0.309508,283.818836,8.301771148,,,0.273507216,0.746967143
'D0001501_GREY_TOP08_corr.dat',614.4,0.223633202,0.220496275,0.297678731,0.259871735,0.309074467,0.302180844,0.32264607,0.314136863,0.343723,315.193991,8.356574187,,,0.247264686,0.745987923
'D0001501_GREY_TOP09_corr.dat',616.96,0.260876204,0.254458958,0.303098798,0.28038319,0.332024693,0.328312757,0.33934496,0.334756842,0.396754,363.823418,7.208169318,,,0.272791699,0.850110863
'D0001501_GREY_BOT00_corr.dat',619.52,0.288120379,0.267526316,0.34794698,0.312885164,0.354963672,0.349085407,0.34252062,0.34727258,0.294175,269.758475,8.129924917,,,0.30130293,0.798464604
'D0001501_GREY_BOT01_corr.dat',622.08,0.280686545,0.267779945,0.305115656,0.289674451,0.352304994,0.344002283,0.334695335,0.341424487,0.302327,277.233859,8.173672681,,,0.284510378,0.898784572
'D0001501_GREY_BOT02_corr.dat',624.64,0.262368277,0.26573934,0.301437066,0.282745437,0.338525031,0.342511942,0.334414603,0.337466545,0.294913,270.435221,8.357415115,,,0.276510352,0.875983208
'D0001501_GREY_BOT03_corr.dat',627.2,0.241980219,0.240981081,0.300963379,0.271222015,0.325056662,0.328121812,0.34019072,0.333389979,0.305737,280.360829,8.329740481,,,0.261302311,0.802358914
'D0001501_GREY_BOT04_corr.dat',629.76,0.238123501,0.229968378,0.288295667,0.261170803,0.322959628,0.31783177,0.330296239,0.325345969,0.313419,287.405223,8.441241816,,,0.252119777,0.811826073
'D0001501_GREY_BOT05_corr.dat',632.32,0.237975435,0.222221658,0.304902409,0.267500478,0.322298196,0.312195018,0.325388303,0.321317455,0.328528,301.260176,8.358985664,,,0.255069246,0.754662935
'D0001501_GREY_BOT06_corr.dat',634.88,0.239090129,0.229369106,0.291976829,0.263103223,0.322756962,0.318576774,0.327217501,0.323942184,0.330821,303.362857,8.26294361,,,0.253467347,0.802219883
'D0001501_GREY_BOT07_corr.dat',637.44,0.288906586,0.33553779,0.3366585,0.324440344,0.357837366,0.368598513,0.357270495,0.360244217,0.343561,315.045437,7.288822067,,,0.320440959,0.927415133
'D0001501_GREY_BOT08_corr.dat',640,0.331269829,0.397285051,0.487091645,0.425684542,0.394195015,0.403402542,0.401784473,0.400291626,0.343095,314.618115,6.564264231,,,0.409077829,0.747862221
'D0001501_GREY_BOT09_corr.dat',642.56,0.329278898,0.331152555,0.462004311,0.396110019,0.384290929,0.383369449,0.388790417,0.386310303,0.315169,289.009973,7.090993895,,,0.376560878,0.714745985
NaN,645.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,647.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,650.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
NaN,652.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,,,NaN,#VALUE!
D0001502_GREY_TOP00_corr.dat',655.36,0.205213119,0.218378397,0.218750732,0.215273245,0.273964916,0.280574653,0.268825996,0.27304789,0.420234,385.354578,8.493250023,,,0.214114461,0.968205942
'D0001502_GREY_TOP01_corr.dat',657.92,0.257008405,0.267774954,0.287382412,0.274887046,0.308592532,0.316248949,0.309184596,0.310802668,0.343834,315.295778,8.444792363,,,0.270756236,0.913040147
'D0001502_GREY_TOP02_corr.dat',660.48,0.273789455,0.291656993,0.338547349,0.310635286,0.33190771,0.33927192,0.334543392,0.335066603,0.291266,267.090922,8.460813374,,,0.301421985,0.83510689
'D0001502_GREY_TOP03_corr.dat',663.04,0.253165178,0.277251981,0.321901288,0.293554934,0.328073134,0.335205733,0.332024246,0.33183184,0.295416,270.896472,8.493265746,,,0.284148622,0.823881698
'D0001502_GREY_TOP04_corr.dat',665.6,0.254616817,0.268460926,0.318194626,0.289866749,0.326677434,0.33269053,0.336512439,0.33309821,0.306024,280.624008,8.333590254,,,0.280386135,0.821946224
'D0001502_GREY_TOP05_corr.dat',668.16,0.247447649,0.258216998,0.303349702,0.278091013,0.320151246,0.324310928,0.323218563,0.322724825,0.315364,289.188788,8.485693663,,,0.269632021,0.833468178
'D0001502_GREY_TOP06_corr.dat',670.72,0.215439334,0.235540146,0.286520989,0.256005364,0.303213252,0.306787028,0.311541442,0.308270791,0.342364,313.947788,8.533224937,,,0.245830299,0.786992047
'D0001502_GREY_TOP07_corr.dat',673.28,0.215851974,0.230666671,0.308092052,0.265675687,0.3034113,0.307868072,0.326802859,0.316221272,0.346246,317.507582,8.269576496,,,0.251563505,0.724651354
'D0001502_GREY_TOP08_corr.dat',675.84,0.238651537,0.240457408,0.339381492,0.289467983,0.321334026,0.319508668,0.341664563,0.331042955,0.317098,290.778866,8.251521316,,,0.272908589,0.70585603
'D0001502_GREY_TOP09_corr.dat',678.4,0.236000464,0.224711806,0.319757235,0.275056685,0.312863566,0.308613999,0.330486085,0.320612434,0.334668,306.890556,8.300763536,,,0.260145642,0.720409453
'D0001502_GREY_TOP10_corr.dat',680.96,0.222166728,0.218458724,0.308310201,0.264311464,0.304336965,0.305738504,0.318958362,0.311998048,0.355237,325.752329,8.266244015,,,0.249633636,0.714581371
'D0001502_GREY_BOT00_corr.dat',683.52,0.250715603,0.236222842,0.316631661,0.280050442,0.317337672,0.320626027,0.299420715,0.309201282,0.339769,311.568173,8.541115934,,,0.26791515,0.768935177
'D0001502_GREY_BOT01_corr.dat',686.08,0.262806954,0.249795932,0.330821928,0.293561685,0.327398025,0.32570357,0.338210141,0.332380469,0.318654,292.205718,8.199591289,,,0.281142263,0.774741399
'D0001502_GREY_BOT02_corr.dat',688.64,0.268784264,0.248848374,0.345508222,0.30216227,0.334127514,0.322313282,0.341689962,0.33495518,0.313259,287.258503,8.200989757,,,0.287671955,0.749088742
'D0001502_GREY_BOT03_corr.dat',691.2,0.255051447,0.242087073,0.333914671,0.291241966,0.3281696,0.313659333,0.333972644,0.327443555,0.329628,302.268876,8.189161024,,,0.277025704,0.74440952
'D0001502_GREY_BOT04_corr.dat',693.76,0.241211975,0.253350503,0.292138268,0.269709754,0.320686714,0.316454811,0.320988351,0.319779557,0.332127,304.560459,8.35416756,,,0.262215064,0.846452745
'D0001502_GREY_BOT05_corr.dat',696.32,0.239512638,0.250876946,0.297924944,0.271559868,0.31628851,0.312371134,0.320682052,0.317505937,0.321562,294.872354,8.547090567,,,0.262762086,0.823008601
'D0001502_GREY_BOT06_corr.dat',698.88,0.240691493,0.237088332,0.295470571,0.267180242,0.307644897,0.302051353,0.315288664,0.310068394,0.320079,293.512443,8.771239024,,,0.257754021,0.808506618
'D0001502_GREY_BOT07_corr.dat',701.44,0.241543646,0.242681117,0.318466376,0.280289379,0.314930131,0.317961643,0.320623889,0.318534888,0.31658,290.30386,8.582042674,,,0.2675352,0.760244721
'D0001502_GREY_BOT08_corr.dat',704,0.250461283,0.246487415,0.322919996,0.285697173,0.325334432,0.330256995,0.332812811,0.330304262,0.318828,292.365276,8.249024643,,,0.273277316,0.769461017
'D0001502_GREY_BOT09_corr.dat',706.56,0.247443391,0.241563967,0.298614216,0.271558948,0.313774834,0.319069045,0.322554051,0.319487995,0.314472,288.370824,8.582832659,,,0.262520513,0.818794506
